"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1502.86733117389","1469.87002212009","1416.54639143479","1388.17017673362","1350.6387818892","1376.27322980971","1410.44041921678","1430.66682932591","1440.48127165119","1446.75908230855","1447.88329644111","1470.15974878921","1477.44985299624","1500.8674084437","1540.75055510615","1591.12667787146","1641.35685230887","1705.12192527034","1759.59994537547","1786.65846375646","1841.75174343487","1875.6709511488","1930.49247463578","1989.23664070364","2043.8606779885","2088.25736837976","2126.23991500739","2181.0770527068","",
"Croatia","HRV","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12619.7567630556","13881.2914793755","14551.2113753452","15055.9460357626","14741.5139615298","15740.0615428572","16232.1282692846","17084.8609723936","18038.3989832988","18748.7450382551","19506.0541610361","20464.787496625","21565.5041324786","22012.080653127","20432.1038586413","20182.6347806554","20758.4641520588","20342.970601278","20299.3912763551","20364.4109162724","21025.8390591459","21921.9055625487","22828.3721501565","",
"Haiti","HTI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2095.26615998104","2092.33144545283","1942.71998049537","1802.23575643993","1557.04134174204","1679.44639931252","1716.98694138398","1731.60160711946","1737.98787631371","1754.09934389407","1739.39251966254","1692.83845075318","1661.40939348197","1641.10979411739","1558.53223542488","1561.96045078811","1572.30243476809","1599.80240128378","1588.67796790177","1613.08796209674","1502.03271141225","1562.27887385753","1584.832465652","1629.35891818513","1652.85480345735","1651.22844549164","1654.17053675815","1653.17250369424","",
"Hungary","HUN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15148.286167219","14689.8633456283","14621.89845685","15073.4472910359","15319.2827952507","15347.791725828","15892.4175432641","16604.1857490724","17181.9447549103","17951.7355199383","18683.9818474509","19585.7223042541","20397.8448812483","21466.2223742387","22452.8159282563","23353.8502011068","23491.7478872702","23734.2445282406","22202.1570188671","22404.2391969471","22841.2103381104","22582.0728072234","23119.0169671733","24161.4255236519","25034.4507306605","25664.136004531","26777.5607913953","",
"IBRD only","IBD","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4896.42499008731","4852.67851855631","4823.42610668896","4887.94999304706","4940.53279832462","5063.24069146776","5253.08566898385","5438.49650234382","5476.8986791159","5614.03778711726","5863.19006637944","6005.70771045648","6201.68769131747","6490.23125401485","6917.28656758095","7336.39920168264","7856.56326707302","8464.6321376836","8850.85877705283","8991.33743478716","9582.06448159606","10072.1589845678","10486.9065930041","10911.3779068706","11303.9229578878","11671.7222563409","12099.2131423441","12595.9002248848","",
"IDA & IBRD total","IBT","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4336.0067316702","4292.12588497271","4261.4431869669","4300.82130818798","4330.84957041963","4426.64297749189","4580.17840846024","4723.74810409908","4750.76510518783","4855.77303123518","5051.99944118027","5164.37131674484","5322.86167459127","5552.13280181626","5896.92719018599","6234.37670559697","6647.54125340572","7128.22683007136","7428.5564762846","7538.72042826901","7998.39634541182","8372.04248455532","8687.00930284391","9017.19101882945","9319.93377403937","9593.06253782152","9903.07801559641","10272.3598123807","",
"IDA total","IDA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2060.80645112453","2042.62640479079","2033.95656018828","1997.11893100105","1963.96424997878","1983.22674049582","2026.51255005158","2039.33176431455","2055.79261281044","2072.42781562571","2107.66818398969","2149.14910540436","2214.22147109911","2274.77597417274","2376.17201298794","2479.25741881068","2577.45214867895","2683.53768970949","2758.00397660026","2833.04871424041","2932.1321663763","2994.0621535773","3064.54112596739","3176.19199863946","3281.13278987616","3346.91273714316","3386.80787880905","3466.08087849732","",
"IDA blend","IDB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3114.46100356956","3099.03840017129","3126.13455908646","3042.35220141085","3002.5741215229","3003.81624339931","3063.58623617602","3050.51381551466","3058.5121157943","3057.4398405251","3104.72154934267","3146.29178103758","3289.75038659299","3378.40212371089","3559.76628108523","3714.25728533851","3852.57448071882","3984.9466258082","4049.54773066456","4162.38766247002","4285.68505189451","4381.91039668343","4471.65119696229","4615.70175501527","4764.10809179893","4844.65766412732","4849.05387848165","4901.05648441487","",
"Indonesia","IDN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4625.37725970132","4859.9263230672","5088.86885787171","5331.06566273877","5642.40286544826","6012.81102693369","6387.01385748152","6591.19909453832","5645.5743968389","5611.21741579879","5805.80870643503","5934.13704964757","6115.5678707151","6319.67041666314","6546.49432383404","6824.60631146106","7102.11454033635","7450.60215836218","7792.62993124948","8044.97033037883","8433.49735678457","8837.82012171407","9251.17553694604","9643.27482981015","10003.0890293449","10367.7019920006","10766.3714478177","11188.7440161176","",
"IDA only","IDX","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1504.12836655215","1484.36889692275","1455.46781778932","1446.28060374997","1417.56244886988","1448.88536970259","1484.92758324323","1513.78936622923","1536.30517671364","1564.50265133231","1594.99442272734","1638.84520285906","1663.06967488166","1710.922486694","1771.88274206603","1849.98580148449","1928.98515161302","2023.18270591444","2104.49433440291","2160.12855267994","2246.77762365174","2293.61202117252","2354.06582331386","2449.13052571165","2531.36972130372","2589.47450860784","2648.74319035362","2744.06159251132","",
"Isle of Man","IMN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1754.85734983085","1737.61506276974","1796.53236997942","1845.14910168455","1930.11306878555","2036.79595208604","2149.36552832007","2194.90261462589","2288.04786509158","2445.75110637132","2495.04666126788","2570.42791632021","2623.33030839366","2783.00438695056","2955.20485743453","3178.82875996506","3419.93114631129","3698.77753256065","3786.63271994572","4049.8051608475","4404.69705548068","4635.879136587","4827.55971075872","5073.60554713046","5385.14187540864","5756.66473046658","6095.72286534372","6430.10739832204","",
"Not classified","INX","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21453.240404315","21741.8506581448","22315.9675988907","22802.5875040679","24020.1934978011","26199.7307264104","28023.1211684047","30598.2985264997","32854.7215205108","35935.7913394532","38849.8607585848","40455.3011972813","42289.0650207409","42903.6732176301","44940.9464784501","46613.5570890697","47879.0236108627","48937.4941531265","46062.6286354214","43487.4790259755","44030.4141487055","45147.3762396776","44973.1752551923","45470.1585067362","48898.3286615603","60818.0462398536","63227.2079765883","67335.2934089652","",
"Iran, Islamic Rep.","IRN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11392.5636270212","12546.8602044537","12706.5017065137","12679.6698601829","12334.5519368116","12438.9700994719","12868.4555654736","12698.0113695696","12732.9160537765","12612.4834520954","13135.4720227501","13047.4475639038","13812.8312062164","14838.3003209235","15308.4547866625","15616.2546585477","16211.4740638049","17338.1264807959","17187.2876265219","17162.0533627336","17942.8328426143","18192.1055960586","16625.9192212312","16383.2603498942","16924.2006778246","16500.9005123883","18497.6770080335","18982.9412501947","",
"Iraq","IRQ","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11521.7305407794","4033.03110686843","5198.14860970864","6575.40256135598","6624.8922182698","6560.74191758374","7061.03563541467","8296.62277272752","10845.2369118629","12368.6428326573","12176.8146506464","12105.0247290444","10959.015747455","7134.57482926838","10710.5550613321","10895.4631985311","11703.4733210203","11575.2873771111","12217.4484631342","12299.4004613796","12717.5975271684","13261.6014514347","14625.9740102981","15223.5827145837","14838.3829483756","14738.858592504","16171.7706600241","15392.9323799367","",
"Iceland","ISL","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29123.2756640123","30359.9877061198","32144.7614781891","32995.2241326666","34044.6490237004","34914.5488054463","34794.7878798797","35369.0214862831","37890.6977135453","39679.0392366895","40703.0360574482","43427.8529335136","43334.9005218537","40377.8335126344","38978.0055953415","39621.9356635285","39931.6093631367","41259.7959649764","41701.1372653816","43048.1251452787","45630.9381699818","46482.9582874747","",
"Israel","ISR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20520.4105012446","20814.9564095729","21668.2196138002","21968.4751155977","22997.030002801","23870.0126541468","24489.3359609783","24759.6019667777","25208.1114328526","25462.8748535625","26824.7051153215","26206.4363738654","25725.4673524689","25459.0837426006","26156.0406384087","26761.2304619564","27662.3457586937","28744.3565597032","29082.0688545181","28787.4986881339","29743.0058727916","30558.3912790325","30582.1537050861","31250.8020070636","31702.0835366295","32024.3527705394","32688.4081041526","33132.3203044888","",
"Italy","ITA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31141.9028555525","31599.1206761956","31841.1091489015","31550.2719115402","32222.360688622","33152.0409902736","33569.0629900554","34167.0952615886","34709.2728108162","35244.7565357214","36535.8187670132","37162.42333617","37199.3523731905","37090.4052236178","37434.1000868702","37604.360624075","38243.8063277255","38612.0116543642","37954.1606640052","35710.4200015019","36201.1615672134","36347.3424784176","35227.6248251817","34219.8327781897","33945.8438783585","34302.0374026544","34655.2627627333","35220.0837894122","",
"Jamaica","JAM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7288.01853738275","7579.82575448912","7660.11515114533","8302.6044714788","8336.1794977561","8450.06203047892","8359.5621428993","8184.88666198638","7918.6852913715","7930.23660024206","7933.73122166326","7979.92256471583","8083.63757865636","8327.28893323795","8387.22403530644","8413.17940599696","8608.14278374553","8683.62714256424","8567.89879900816","8155.53388332921","7999.18839270839","8101.91127635669","8019.50004234827","8029.3378493564","8055.55102975933","8100.57137360715","8185.5609403148","8240.08325403834","",
"Jordan","JOR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6283.25560361224","6069.13451253172","6812.14900395366","6751.22300777381","6754.88041433741","6895.20658717071","6825.00764567769","6881.67040147683","6950.13934818811","7062.43715513627","7234.9647509649","7483.64773095439","7775.79013418857","7935.33095261836","8399.12406451581","8799.58995597642","9158.94577148227","9493.47749794848","9714.78233696228","9749.14362822382","9472.76832624669","9214.20662405696","8964.2634312104","8756.71083942167","8622.18546801292","8491.05031104045","8389.60457395155","8337.48967919188","",
"Japan","JPN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30582.4279689061","31529.5755371053","31718.1342985297","31476.0747682099","31680.5379268254","32425.2299540043","33345.8768289587","33624.4805638555","33154.8445767021","33010.9809171096","33871.858216914","33927.643634745","33888.7834810872","34333.1336749166","35078.261989854","35658.1486655825","36141.5852354162","36697.2408992343","36278.3694728356","34317.670824811","35749.7566788784","35774.6967129559","36367.5970553161","37148.6027499704","37337.3174057788","37882.980624441","38282.5046733349","39002.2233247384","",
"Kazakhstan","KAZ","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13050.4865029932","11542.5625044052","10938.3901901759","9998.15435324981","8866.09227661408","8282.94719024508","8451.39881638431","8731.95012495595","8715.18451362367","9036.15610178202","9951.56390542948","11314.2507721616","12422.5348399477","13532.2312000672","14728.6164131911","16014.3078565668","17541.3257706717","18885.2432360456","19272.2140102936","18995.894852134","20096.5597617046","21276.9340240625","21986.3189159221","22972.4310315582","23587.3375151419","23524.0604446748","23447.0157043488","24078.7186973976","",
"Kenya","KEN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2380.40977383278","2337.04564669724","2245.51935377086","2184.31243777308","2174.74191542153","2204.31061004959","2230.36786068321","2178.54857332336","2188.57151684665","2178.25215291145","2132.08521761612","2153.04887152323","2106.64989036262","2110.17732624494","2158.19031711071","2223.95101770507","2303.74841086948","2394.75151869125","2335.16842391389","2347.11357979164","2475.92169739505","2556.87091600941","2602.50409005266","2682.94911674632","2753.13727562039","2835.89430451445","2926.42706431179","2992.59224061243","",
"Kyrgyz Republic","KGZ","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3474.66796869711","3149.93488616251","2681.33278066787","2266.16440368427","1811.64344792363","1696.36351535251","1789.85396596512","1938.83580964188","1949.83293080948","1991.30156576925","2074.50528735026","2164.26829541867","2144.1212497445","2270.92467714174","2401.26500386894","2370.16604504651","2417.57947078108","2599.20601763553","2790.93490017638","2837.03141885562","2790.17066394311","2920.6032099095","2869.83896203769","3120.542044125","3181.64216292265","3237.60293714448","3309.85992947551","3393.47361284144","",
"Cambodia","KHM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1638.01699801122","1031.91375481232","1098.10833995763","1128.26848383328","1140.68705343852","1163.0107704605","1279.24102566541","1384.956023557","1458.07818030064","1525.43801275412","1627.06586575225","1766.41779791937","1969.29117771877","2148.33268830403","2332.72684570598","2452.2781590927","2417.87628133189","2522.92682475402","2658.70924674351","2807.00705507884","2964.19717041472","3124.31929344274","3290.95245385442","3462.20962062717","3651.72449065776","",
"Kiribati","KIR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1943.59652312649","1909.6297344998","1898.83869390859","1891.3196050802","1900.03974020816","1874.15344038981","1877.48950873727","1878.38200152604","1968.02763198152","1904.67824944749","1989.19515936532","1926.79644153087","1965.77312509564","1970.20430492573","1902.84761605935","1958.50178794512","1917.35139424421","1914.70645411003","1834.11754759232","1809.71982639577","1756.59932896593","1750.43687825258","1799.29489539439","1841.92521064012","1797.22882191621","1949.83355361446","2014.23198488057","1986.07237666524","",
"St. Kitts and Nevis","KNA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15263.0972656015","14913.1870796216","15418.9766926861","16276.9330792978","16926.6272747638","17622.3759901638","18444.778266015","19490.8250938366","19189.90720979","19583.6625720263","21359.6843484306","22236.2719644498","22467.4087541272","21388.6185036358","21948.0157151903","23758.9499782578","24154.5257655493","23864.2931686909","25135.3841405638","24024.2708079892","23414.8427747185","23575.4529843265","23160.3513140874","24160.7519889403","25352.0376868333","25634.3769493471","25973.4483056506","26028.6916910126","",
"Korea, Rep.","KOR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11632.5985558147","12710.5997442147","13356.0292258218","14126.2535194184","15272.297435483","16566.4157034687","17655.5314536141","18526.581379357","17386.9868151211","19216.1414689039","20756.7798971433","21530.2633630352","22997.1871439252","23549.3664532734","24605.5348610405","25516.8241870414","26697.0326128912","28013.7044173449","28588.3721177634","28642.8379022063","30352.1048190303","31228.5106952266","31776.8970259682","32548.7155154884","33425.6895931418","34177.6544703221","35020.4115062331","35938.3742161469","",
"Kuwait","KWT","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81017.1240899588","80453.9595855873","78426.9958813252","75940.3960450916","69981.5642595562","69920.1756780878","68472.8310932438","69392.7716866202","80462.6003189547","87555.1551783092","93469.543135341","96244.3367147652","96870.4278183535","93698.4616047025","81922.5371179812","75204.145116617","77459.5383056761","77618.000344705","74084.5214359763","70832.3683645207","68476.3250405689","68861.7920978832","65530.5365781216","",
"Latin America & Caribbean (excluding high income)","LAC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9655.64080588043","9774.88802610101","9792.25567517114","9946.49506477331","10222.3208476879","10166.3217497746","10335.4046214978","10663.5793608748","10717.1962659855","10600.7117643894","10866.4003804019","10820.7849389502","10802.8416575142","10772.3287623402","11238.2042118692","11508.1014642663","11931.1602033019","12383.5084907079","12699.1386869765","12327.4853094704","12863.9807453095","13261.817791541","13521.0041103182","13742.954686115","13810.7642805968","13683.2710614801","13553.0124072563","13649.9657996188","",
"Lao PDR","LAO","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1708.03422631986","1731.96461912345","1778.60149986068","1834.49450777201","1935.15694479697","2023.60649693915","2117.86383744707","2218.93912569019","2264.76693953145","2388.26722966413","2485.02514224359","2586.56649520909","2698.44130427081","2819.89638844189","2954.199790361","3114.99844471986","3328.34598025039","3520.74500468814","3732.00753346492","3946.86100191868","4218.78204415944","4495.1521504627","4794.10861125859","5115.59247848693","5436.48264275006","5755.0595052128","6073.22369456346","6397.35982538814","",
"Lebanon","LBN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5790.16561504593","8497.80133635386","9651.35212775576","10399.2792168584","10963.3038275901","11444.2692096281","12580.0686449906","12623.5426648865","12996.8540983552","12753.6804823559","12610.3435044034","12609.3464735722","12437.6646136531","12219.4477964316","12444.5219726133","12390.1873056047","12382.0510263902","13442.1870409762","14597.6257552497","15788.407323114","16451.7598336606","15693.6872834493","15056.6084849951","14402.2954369057","13828.3738730558","13274.042077064","13156.1892764568","13191.1408646002","",
"Liberia","LBR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1301.39358308425","1291.65897791564","1308.87589813647","898.654580916978","904.725807850095","927.734117207404","968.330556513992","1019.27063658478","1047.36454809766","1059.90133581644","1085.64625355965","1139.45541895935","1197.76000925752","1270.2009642383","1248.67975413893","1218.46359896727","1169.29609369296","1168.26195246805","",
"Libya","LBY","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21470.7114363087","21921.5520185953","21199.3830801766","20665.839553879","22987.9123297987","23639.7247386653","26044.501407613","27318.9952721523","28621.6268991361","28983.5172282465","28435.1842229499","29630.2221484622","11192.7906388431","24956.3751732419","21570.2705189278","16371.9021678157","14847.1970706167","14298.4550558633","17881.5093336612","",
"St. Lucia","LCA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9602.21630149985","9517.30508129835","10126.5657565367","10072.4217667441","10128.4462614872","10175.4290545802","10337.1444055253","10137.7744435083","10625.5538432386","10773.5304059832","10655.04061092","10209.4597482394","10161.978914954","10522.9538455369","11196.7096999413","11053.9978323051","11626.8146144035","11653.6873469162","12132.5439091048","11876.0642783152","11788.48743459","12115.1135797137","11969.8061289864","11755.9479850114","12122.2868240205","11955.7601295894","12301.9276731772","12712.3720615518","",
"Latin America & Caribbean","LCN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9894.09441685313","10084.3290683559","10195.5234329363","10417.8118577342","10726.5406314439","10663.9740341741","10882.2607690091","11281.6447427639","11386.9506646262","11237.5019447266","11472.3002301617","11390.664528446","11260.2103112905","11319.4702268809","11858.9101179064","12201.5712399443","12685.0761914","13205.0626547699","13539.9781574367","13098.8293583497","13712.9335761854","14164.6379245986","14400.6975870248","14641.4385193966","14661.9362314933","14587.1980016679","14434.9222568772","14550.4899576171","",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1350.01649068674","1338.58862646023","1316.61106649447","1288.30710494581","1268.48432957678","1306.0551999446","1346.90952564656","1375.81206899343","1395.83256414355","1421.8294873226","1451.98004638558","1493.6775552401","1528.90279013763","1573.50328931046","1639.74336585256","1730.27821876396","1817.56674770403","1921.95766333462","2009.02781652257","2060.87101424844","2143.25480426403","2181.18601793535","2234.84933264085","2315.46541982836","2387.4419335611","2432.9582046221","2470.14118397341","2541.23177342447","",
"Low income","LIC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1480.737032799","1451.36668554114","1366.5670406799","1331.98164041899","1311.80843794766","1325.55375092627","1358.41483463855","1370.13275983755","1379.26714112231","1388.61409262638","1389.52334972532","1416.81811367196","1412.17179398913","1420.04565980534","1458.33225158995","1505.44549367199","1536.14835260756","1586.70956094148","1623.33523217885","1664.38259049352","1738.68153943551","1763.09858588755","1785.05237869095","1848.65438047211","1903.5661119727","1910.62947812874","1913.40167185133","1962.05141857766","",
"Liechtenstein","LIE","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3612.33859642717","3733.28333278591","3853.38769253956","4076.09297138386","4263.97379552557","4461.81870977977","4599.85577716575","4866.84295029772","5069.66192251249","5259.81420500811","5541.90981278655","5418.43877128272","5590.03709456506","5874.01944715306","6143.59289697886","6476.24019468046","6921.24604268581","7339.19717727038","7723.23934274752","7945.07192952228","8529.57219235867","9193.35988411261","9980.02270672075","10238.7122615719","10650.390329674","11079.7108348115","11445.4645275355","11691.2851731181","",
"Lower middle income","LMC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2752.48285648885","2730.55458986187","2755.33429656856","2751.50945532182","2780.1457073474","2866.61046922112","2981.62973465698","3042.07924034449","3014.68548350561","3106.17639846045","3189.12332269746","3272.52968399995","3364.00160148023","3514.64781135201","3699.43379060241","3901.96759925045","4128.78382198684","4384.82808089137","4526.75197740954","4694.74310225518","4970.54637655337","5166.77133333845","5352.92546378218","5569.36147446521","5803.97231954464","6057.88148558525","6298.39713905245","6554.88868856915","",
"Low & middle income","LMY","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4183.52142521275","4137.51960680661","4095.72993702377","4125.33808138914","4145.98397482356","4240.54819951536","4384.76996982248","4514.80528728779","4534.21907637877","4644.50364228155","4839.98930986986","4959.48514071948","5131.15775829393","5352.14711381761","5686.505354064","6015.17981228085","6416.48183389719","6883.95772827053","7178.30004907305","7301.0303887868","7750.32937170229","8114.02980322536","8433.64513319899","8764.16757461353","9072.46607987994","9342.38620198326","9657.73606210675","10023.3336251199","",
"Lesotho","LSO","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1379.3647663216","1447.85637759867","1518.28897610162","1540.85402804473","1602.92779981593","1628.32326090726","1694.53030479585","1734.78967358169","1741.41465504236","1731.52288064942","1781.13824787199","1827.69757176722","1825.0979199981","1892.61378608505","1909.08631787058","1959.23399574804","2025.36554575234","2105.4434883539","2227.51495272","2253.77645149672","2365.62320805068","2499.95119685912","2617.23543538956","2630.95640285087","2677.14853016757","2714.70436891839","2763.92245211828","2665.03540941109","",
"Late-demographic dividend","LTE","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5155.92520086153","5106.89112361577","4999.87160709939","5098.89203102837","5195.44779977075","5393.8245328996","5584.28833379972","5805.57274548992","5865.85883076723","6079.5760039516","6455.95173815467","6735.71168913956","7084.68510167243","7527.15809747744","8081.34612607495","8639.17857499495","9375.56296399541","10252.6111972579","10884.8279739723","11141.4219397052","11939.3421740418","12706.6250353791","13352.683896429","13989.3072735895","14574.7384282339","15074.7073945438","15598.80241296","16282.7710887713","",
"Lithuania","LTU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9357.32191704898","9914.3171028023","10816.0444692039","11708.2095681272","11657.7811835209","12189.9097621369","13092.6734984522","14090.4972347038","15702.4644710095","16919.9354177113","18526.6530047634","20219.0287639712","22729.1158707783","23567.6013687249","20300.4164568271","21070.5437265489","22854.2338975631","24049.2505657426","25143.8069945382","26258.0971872463","27045.5967228667","28033.7533834327","29524.1376464875","",
"Luxembourg","LUX","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57618.0207016709","61765.601039162","62059.6531074295","63804.2857630107","65346.1992438609","65357.5042711999","65369.095826958","68240.7036536885","71471.0566928086","76492.3882500899","81689.8164014783","82766.9890403592","85032.7118799011","85374.3398319662","87209.8193983459","88610.2898686036","91724.1824854209","97864.1951009914","94900.3467241975","89098.7342435384","91743.2938905974","92005.0168361444","89505.1589621295","90656.3804221873","93655.3341630648","94088.5922250508","94920.9587222948","94277.9653571589","",
"Latvia","LVA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8283.80341611316","8575.26766603618","9438.43475669731","10149.2369819211","10500.1612137436","11175.0932369796","12051.7972930123","13058.6828564957","14297.1221073985","15658.8231050095","17522.1735216194","19786.1150869484","21938.9564507365","21384.1985395386","18609.2328269013","18251.8551923391","19773.2774547258","20827.7996720241","21563.6055405909","22172.1343507869","23018.6923987553","23743.1302196931","25063.7108480803","",
