"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Costa Rica","CRI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7803.06335372588","7779.69719387516","8281.79082897222","8647.01083462732","8811.67170998378","8952.1034781953","8846.70325094622","9120.94793429278","9536.71805983836","9703.25922580571","9878.28865773654","10040.574112017","10201.5876872372","10473.9163737926","10768.7413586242","11025.4767913424","11656.2143144771","12433.2015966962","12834.9361639172","12543.9779041289","12999.9921931626","13397.2305422501","13878.0474026069","14035.2879800522","14372.4007814432","14738.6133742569","15208.0829132587","15551.7104768722","",
"Caribbean small states","CSS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9365.91697730517","9484.58442197328","9413.46636900337","9607.8466701424","9789.97057380332","10000.3835610683","10255.5113998606","10503.5544954264","10730.9267490147","11092.9635049672","11437.3921986517","11612.502446861","11989.1485786143","12703.0003110064","13171.2194208699","13577.4241860441","14483.9675719002","14886.0490253208","15025.5638649937","14410.1854033699","14547.7557626394","14616.7586968494","14707.4822157253","14764.5456312124","14774.9318823915","14847.3885438882","14446.3044018523","14369.4998614268","",
"Cuba","CUB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27907.8661741558","","","","","","","",
"Cayman Islands","CYM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65182.1317551035","63897.0246337543","61627.0991960729","59665.3240717474","58750.9287744016","58246.4376583679","57191.3938102753","59251.5108111824","60231.6483532155","60384.0824996647","58527.813894525","52959.6613208321","50381.6700806866","50004.9018692724","49789.1251930836","49693.5148052686","50322.0953655304","51065.1527217268","52172.8351532616","52993.3968323477","",
"Cyprus","CYP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23300.8243854487","22873.3141973317","24366.4463863902","23951.5765011986","24845.4974994801","26465.2646272285","26393.9966336663","26690.13667667","27745.2291488106","28761.2798418201","30085.9673046619","30835.107798966","31519.9264509595","31910.1375301673","32925.1449164098","33663.0690464581","34599.2466726855","35503.1839376327","35960.5836227822","34387.5691687776","33941.3559541782","33192.5929772985","31690.906253488","29879.7590683813","29786.3656529772","30549.2971275221","31442.4402927264","32415.1322300794","",
"Czech Republic","CZE","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20023.1359867147","17739.9967006919","17632.0996214391","17624.68477675","18130.891018021","19270.6993868643","20107.8534574349","20009.8318097638","19962.9612888893","20269.6986562541","21193.9017140583","21892.48252523","22297.2247461099","23107.2038753806","24233.5969865534","25781.2047057911","27473.6271233445","28844.0671946539","29373.1092319296","27803.5871622193","28352.9493964403","28797.4179611691","28527.1387345992","28379.7461179156","29119.6166119074","30605.4205211471","31338.8752118175","32605.9063265661","",
"Germany","DEU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31287.0698103409","32646.5618381478","33022.5755518938","32492.5185329959","33175.7085774638","33653.1296358835","33830.3056593287","34405.5192090796","35081.304207874","35755.2993074406","36764.5629268974","37325.0525470646","37262.3512875562","36977.3460076486","37418.0924996579","37703.9329399406","39143.1662435764","40473.5274498896","40989.4431148599","38784.4524824906","40428.7210307617","42692.5197566424","42822.0994035797","42914.4761126655","43560.6192440775","43937.9471317278","44431.8228379944","45229.2452947032","",
"Djibouti","DJI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2705.40558882684","","","","","","","",
"Dominica","DMA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6610.66085355459","6707.61560399685","6831.4359529578","6955.61880282197","6942.09330081009","7152.95156381072","7398.16193202512","7601.71845289607","7940.55784917612","8012.84620611971","8227.02341914105","8222.56473112693","7972.33614708909","8446.31010432195","8668.61076396462","8694.85830407385","9076.79770964596","9634.05890119004","10302.0703423661","10159.4052462788","10197.5237047127","10135.2740298011","9982.58650225561","9873.13578711316","10252.9269410549","9938.98477743611","10136.8615812913","9123.40226418501","",
"Denmark","DNK","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33785.6501434745","34167.7192804575","34721.3817813856","34609.5830852322","36332.217340493","37237.7232792657","38101.4055156612","39180.6865580516","39904.5956145279","40945.2792350717","42337.7143693512","42533.5392582329","42595.5872217462","42645.5831253435","43670.4452995124","44567.9313092661","46159.9137391637","46373.5166625592","45865.7959577936","43382.6254590015","43998.4366716285","44403.3941459257","44336.8124612297","44564.4521554649","45057.0741699595","45458.697148831","45991.2247756847","46682.5147204669","",
"Dominican Republic","DOM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5477.0614649721","5421.62156536968","5914.57968793689","6230.92813687534","6276.20558014714","6515.90322866979","6787.85273825876","7269.32696068839","7633.15496938429","7959.22531695234","8200.37842676799","8272.12724713835","8511.69070571281","8270.29352704862","8356.82634028503","9011.51214795477","9697.82317584018","10271.2212866926","10455.4832082501","10412.6009980459","11132.5526905467","11333.5470863931","11494.9497125256","11907.2048572126","12663.0422473566","13395.916802055","14120.2116371665","14600.8605841474","",
"Algeria","DZA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10236.840658348","9869.48837022995","9815.46382267098","9400.05442441546","9126.2716238864","9295.42011356466","9509.68765695727","9461.35511679608","9796.73993556183","9968.96771197831","10211.0018566908","10382.1868362393","10826.4876450259","11459.8935602271","11797.1848486236","12322.4842607049","12348.4812120361","12570.6547026998","12660.4032440006","12647.5403044562","12870.6026985154","12990.345016498","13161.9616734309","13253.6154761387","13483.3378622219","13724.723852895","13921.1800218255","13900.1581055712","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2226.47405972878","2362.18647397129","2568.84911769745","2799.36779734438","3047.1574918546","3297.01559808497","3543.27202576603","3736.66234759996","3726.89954609375","3903.69690857601","4149.55132261022","4377.70585995933","4671.42614065674","5026.74588201424","5422.07925315679","5886.66566346417","6451.26518012206","7158.06592121175","7690.44401433329","8201.57183953712","8925.16589230134","9592.57948132107","10232.0181367786","10878.2890005464","11517.6434470519","12169.4081250104","12838.2476041393","13577.0590627633","",
"Early-demographic dividend","EAR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4374.28107846881","4484.86003929383","4575.4139939272","4629.31522095084","4685.39165178992","4748.72325463458","4923.18187386958","5041.19079018269","5039.96027915647","5065.27793220614","5198.96911932533","5188.93230951523","5215.87923465004","5409.46375816436","5670.50833546767","5942.253222044","6226.12529914247","6531.32159224406","6674.40683557042","6705.47849488989","7056.6190920029","7307.82940684572","7513.81266805884","7740.89703994227","7982.31472620825","8269.3609564917","8572.06226165554","8870.21694021373","",
"East Asia & Pacific","EAS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4964.74035114839","5163.72449694144","5371.67440725334","5588.72712176915","5864.47220045278","6174.42631606628","6487.07820882147","6709.8088858069","6635.8942645599","6845.61800428057","7178.88471567968","7386.6536858774","7698.33683836497","8069.65040223567","8527.45574202287","9023.07258525714","9613.93588004397","10350.2139820815","10813.7200362186","11132.150884163","11964.9499268404","12610.4309108418","13242.7869242371","13897.3207546016","14518.1846761329","15143.3061594946","15788.3753858401","16526.0810503936","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13647.928935124","12835.4801022803","11372.0557363935","10624.1755731457","9442.60905160049","9249.07856381437","9194.32163557013","9402.58031078128","9222.70166320597","9444.33383624921","10200.9470832588","10540.994490797","11121.5828909112","11888.1231789938","12857.8157607091","13748.5120952236","14863.157904627","16009.5505400018","16705.4175361353","15638.9065734771","16335.5658433184","17262.2734542743","17783.7478211025","18336.9559633327","18595.0331702586","18510.66894507","18661.0326205525","19254.7537473076","",
"Europe & Central Asia","ECS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20559.242352124","20337.2188132003","19778.2316616106","19370.9976451288","19208.7586261806","19489.8964492257","19754.4155328384","20294.9719767443","20672.9115621975","21239.0851361167","22218.1260147075","22720.5010590677","23180.2440863291","23711.5470829138","24564.3484142743","25309.4895416635","26391.3126846282","27449.5580476961","27781.5684336612","26379.3146503205","27034.3630456974","27764.6039567563","27857.8086594719","28079.5959858587","28466.5778577706","28804.7522642508","29182.8568677067","29879.4894325828","",
"Ecuador","ECU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7472.02512840139","7611.73325454516","7595.02533464365","7571.24487350364","7720.72431642205","7726.19208586756","7696.58340221155","7867.05793296081","7964.48606899267","7443.33564543541","7387.61587918906","7550.25727509423","7727.71734878832","7808.19220073005","8311.70135430078","8607.76540862608","8837.38068581679","8879.63685410589","9285.8644065728","9183.55255782892","9352.34423681593","9926.90344109607","10322.1789023463","10665.4625828373","10901.4185562194","10749.1288738874","10461.3329222683","10554.6341742156","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5766.60862469059","5698.48637035809","5826.12958564488","5873.80690182922","5987.94895568781","6146.09080667965","6331.5587529412","6556.36259703573","6795.8659842984","7076.119352748","7389.12195173211","7508.46516564806","7543.56024674064","7638.01119283204","7802.90996223334","8003.59083749336","8400.2601525685","8839.78123543051","9306.62197456962","9563.06546221321","9858.92340232818","9823.82328675711","9823.43792537492","9815.22902456907","9880.82304869395","10096.6562189749","10325.1708698521","10551.2996496835","",
"Euro area","EMU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28114.338609932","28764.1518199808","29033.3650695835","28719.0009844514","29341.2638525257","29995.1295920958","30440.5692620938","31201.2150047406","32061.1349287186","32921.7759495585","34080.6309512991","34696.2603646764","34895.6913712471","34980.9364476803","35605.6198175702","36043.0456503146","37054.9527545355","38009.6663849307","37994.8062824281","36135.322900388","36786.5679983107","37434.3395048938","37000.3245627697","36773.3987710999","37140.3473716094","37795.5885054624","38361.0919687963","39176.9641857571","",
"Eritrea","ERI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1110.99052630474","1268.41711033735","1544.37251162224","1586.09224097384","1718.3656251667","1827.8883507501","1824.01317010876","1781.14765291006","1679.14714337388","1771.68733794085","1765.60397963655","1661.87935435208","1633.41563923412","1628.86986333777","1574.35215810445","1563.48830246365","1384.10360505986","1411.84139684816","1416.36580154238","1510.45892910899","","","","","","","",
"Spain","ESP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23758.7280977593","24301.6921936592","24407.675543355","24030.9776596201","24486.8229291387","25051.2336818993","25614.3894951727","26448.3786561369","27473.3069596232","28589.3085949046","29967.1314474464","30950.5732327814","31395.2760183926","31815.4213391699","32261.4444925784","32901.9877322306","33700.8521141386","34329.6470032958","34163.9463911854","32652.5121822546","32507.0939660629","32068.2709273108","31109.1874649142","30678.9172969914","31195.4052422035","32291.1551993266","33320.3727243715","34272.3603838191","",
"Estonia","EST","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11361.8462429184","12144.5950918986","13733.2848117095","14436.7289529188","14270.9983363474","15703.0274678557","16803.5186789525","17937.8319791363","19389.4423083658","20733.538079237","22807.1827469547","25298.646049925","27383.4695578858","25968.9728072711","22187.9264018728","22740.9720038708","24543.0674715452","25691.9996357991","26282.9088374806","27113.6859213723","27549.5813697378","28109.81704489","29481.2518067978","",
"Ethiopia","ETH","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","651.953090575621","584.341812374146","514.790155400974","561.936987007185","560.00593505916","574.837098303605","626.107884428441","626.442265175497","587.272494174339","599.952105947643","618.24221866824","650.453496442957","641.527025915327","609.94241776647","673.426004504714","732.380498516334","789.870370150911","856.994839988757","924.518762030175","979.622512243569","1073.82629515037","1162.78331740492","1230.57548376803","1325.75513664216","1424.52698445582","1533.10763200877","1608.29347615363","1729.92663898628","",
"European Union","EUU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24871.3238449079","25083.9316808001","25236.7288621726","25123.4841764793","25778.2020188609","26446.7619840968","26956.1137475568","27677.4767196173","28456.8917148723","29231.0930411123","30322.1871475554","30948.8327974806","31323.0085655479","31666.843708659","32397.5767194103","32990.9014116901","34023.4043020079","34995.6823700044","35106.9076302652","33499.2878803353","34099.3212650628","34716.7876136877","34500.8898052194","34497.4161493809","35014.2016460607","35742.9616063842","36367.5430561541","37224.2266746811","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2812.98280164053","2145.9137410613","2238.35301980872","2337.23659870098","2349.79512641588","2373.03157691719","2485.5363752267","2636.18310832702","2914.02789093559","3074.47150267592","3069.83944068516","3088.15766371447","2998.27759576211","2762.32334770335","3107.31049888168","3239.73706030954","3388.40627146483","3484.91026155301","3592.63949740829","3676.19047556569","3827.20738300934","3562.30568008754","3908.32420089704","3981.85388741309","3933.87814332605","3926.0337494616","4034.88300647473","4050.92078510011","",
"Finland","FIN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28905.5703241723","27047.8399017226","26002.0799527475","25686.5100224016","26583.533331846","27596.4128931831","28512.4344000172","30205.0204371741","31760.2768039513","33094.8384299002","34887.1787990067","35706.1533300355","36218.2401573648","36852.4439237464","38188.2510919027","39115.7647931549","40546.0807261049","42467.2609961997","42574.6411365042","38867.7994464569","39848.1344978775","40683.5275821703","39912.9413580065","39428.3120606313","39017.5372069548","38941.7636030551","39659.1660392991","40585.7210349228","",
"Fiji","FJI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5891.2900807153","5678.8756314892","5951.98319087882","5994.26640312725","6212.41893503634","6287.00551567732","6513.37598402228","6302.72202210462","6325.18392241167","6829.07467796031","6673.84739081023","6782.28440438871","6986.6779564214","7048.44794072517","7406.36184195247","7426.77876327393","7513.21710556967","7383.26406948114","7384.0860570468","7208.00511111528","7352.08836002372","7488.82938057572","7537.92621279034","7839.87477752644","8222.25378436842","8477.64472981588","8447.26417897152","8702.97532202106","",
"France","FRA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29514.8538107688","29797.8624063936","30124.3665253161","29810.3625127999","30396.1754804502","30918.0679594151","31236.413343532","31853.630656253","32865.0464844265","33810.4032514718","34880.8818230204","35304.7307160001","35440.9219060106","35479.0103541576","36200.0762692475","36505.8487338901","37113.1834120459","37755.2945139046","37618.2073423763","36324.3615384237","36855.8446824064","37440.6414948094","37327.9444016171","37350.2782677477","37523.7275771828","37766.3741116872","38062.6397284874","38605.6708967878","",
"Faroe Islands","FRO","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2721.05686705971","2850.13850360709","2887.96347401355","3047.31030734923","2970.34819595308","3136.43790627049","3016.74408223724","2829.62977301078","2920.37143500805","2972.37082093047","3119.11544350034","3181.51942864264","3206.05023425746","3273.57657894626","3178.19997197122","3255.20463182086","3266.69921291057","3221.06312805464","3167.71662996746","3220.97630144598","3297.65693360804","3412.90655368719","3343.87635487685","3208.68287379986","3130.054449859","3271.26702149826","3278.34440148013","3363.79381589461","",
"Gabon","GAB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19500.7199393571","20142.4821085987","19006.0894687978","19242.3443049939","19444.7933960872","19895.6245043904","20101.2970533256","20727.6579151115","20919.2879771586","18581.8425732372","17782.5077979969","17714.1863814891","17231.1901742065","17170.8959665398","16832.3017718399","16803.365524858","15860.2073076628","16312.4020095206","15287.9799056265","14822.2304635147","15355.7901900747","15893.5153120897","16159.490996421","16502.7967174358","16678.5185446039","16836.6046424206","16758.0040216541","16463.8713675317","",
"United Kingdom","GBR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26827.8422642227","26454.4098108301","26481.6315650866","27085.7876568753","28065.1854525458","28682.3421558204","29335.696108937","30441.839370203","31305.6862483084","32205.1508944734","33266.1164286608","33981.3775929392","34669.5182383112","35656.1779984626","36292.1820341162","37159.7989562295","37793.6185013342","38384.2519713226","37903.3819323998","36042.424228706","36366.9831782522","36607.9810897257","36892.8503113158","37398.7972183927","38251.7924802929","38839.1669568199","39309.3270821404","39753.2438934915","",
"Georgia","GEO","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7984.41026643423","6255.53831627998","3420.20887339557","2399.57443987634","2171.90999272067","2288.4431800299","2609.74441353938","2938.04689498376","3059.17629898506","3171.54796573129","3254.85263438321","3436.07135702765","3648.61128482048","4104.83743127586","4400.04252486787","4885.22641382913","5415.24163020686","6177.0612586008","6408.06032166949","6254.8676310765","6733.78375530364","7315.09089269563","7881.32899562894","8254.01073742891","8749.15614807169","9025.13312698269","9276.76622706503","9730.88963456533","",
"Ghana","GHA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1919.6015108077","1965.72771769312","1985.9528623737","2025.60825069741","2036.87614290893","2066.19761451403","2107.82704360646","2143.49440562954","2191.03135229247","2232.82844381922","2259.06314191539","2291.01629629561","2333.68198400951","2392.32598663037","2461.32227444278","2539.32925405114","2632.0278278456","2675.44354385531","2845.23455162686","2907.54693340228","3059.38362640542","3404.45956595241","3632.4456798839","3807.34265346416","3828.10799772199","3823.53394116176","3867.87250169445","4091.90705844952","",
"Gibraltar","GIB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1411.9489316693","1373.10668861329","1337.3493822232","1325.49931460199","1308.51526476361","1311.96216078979","1326.44879119645","1360.80488179591","1382.97538333355","1410.73056155666","1420.63326325282","1445.91544538529","1492.9321587055","1483.56485948091","1489.423996513","1504.03120396451","1490.72086626572","1558.5415627045","1587.41530167272","1534.9716314117","1573.54496902438","1625.56028497542","1684.1538530279","1711.70900690578","1734.73675958627","1758.31560807294","1894.44131284804","2042.40319094285","",
"Gambia, The","GMB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1506.40468720609","1499.74216388656","1502.58241390288","1503.87896870437","1464.84036452379","1437.018694159","1428.13871785359","1456.33982980162","1464.75827924702","1513.55546469297","1549.58572092115","1589.58599122885","1490.01167001938","1541.99470581883","1598.32576188506","1533.2496416409","1501.8007721957","1507.69858256951","1544.52973966332","1593.0165545416","1644.24236613493","1524.7687739658","1560.33027640216","1584.75359055635","1521.94521917205","1562.58473665564","1522.04266573203","1544.39065347421","",
"Guinea-Bissau","GNB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1573.87189036055","1614.46667897573","1592.84076215978","1587.79228181267","1601.85475288243","1637.65638606186","1793.03233408609","1876.12654526031","1326.24016945547","1316.92621664118","1363.34099519488","1366.49264865762","1325.82265939203","1305.42638568759","1312.52289901158","1338.2955213293","1338.34998726583","1350.20274441128","1360.63282449246","1372.54238990421","1400.36329317634","1475.38909048806","1412.95421243801","1421.34057024246","1398.25480654077","1446.48940191455","1498.83983826331","1548.67764140097","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","999.504534579949","958.352901146251","1250.12851704464","1342.45289872498","1513.07787108694","1715.22753081016","2752.92612065873","6620.81890621648","7876.19847851323","9507.22415810266","10792.7330226305","16932.0027163373","19418.6946736341","21230.1110743488","28076.348977467","31372.0827947348","32300.7371415936","35570.7250735463","40015.8191935871","38738.1520306425","33723.3658030152","34363.1529063453","35632.0456431947","32736.0953829318","31542.5102004049","27547.8398239782","24245.9590153184","22213.7430557227","",
"Greece","GRC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20686.1367611483","21072.9332724706","21058.96205484","20600.4767595964","20907.5390114597","21247.0408971018","21759.0612321488","22622.9137945759","23374.1527731618","24000.1358885311","24839.0759062479","25731.2092719044","26642.768959863","28119.4073558205","29469.5266005245","29559.2813870956","31136.4469589464","32073.9603960134","31881.7123475428","30430.419418438","28726.0792836873","26141.3195918975","24364.2690631745","23746.0845699961","24081.6305378246","24170.3018369872","24211.7408896851","24574.382476123","",
"Grenada","GRD","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7241.63831691785","7328.95819759675","7210.95599712847","6990.09560720529","7029.81551451129","7118.64304274715","7394.68165568206","7740.5266758629","8634.34264009152","9217.86952949533","9651.59409829625","9434.90093928727","9735.21722217784","10627.929925251","10530.2159095829","11893.950566474","11384.7813183723","12043.7826371399","12117.6609245824","11276.5743185712","11178.0871225087","11220.9329767334","11048.6242189665","11262.7239827945","12038.6021949531","12758.7261133078","13174.4181577231","13775.7311039387","",
"Greenland","GRL","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5100.77348829887","5165.01479215915","5289.26970711917","5369.6938648616","5458.00519362621","5598.1137794706","5634.74960314643","5750.50724674071","5904.32757274966","5994.86418608208","6070.71327088279","6069.47085298114","6157.55900089195","6166.10551272218","6213.12290942041","6269.14857270549","6457.99366692709","6713.13893698029","6781.88729387998","6670.01218088744","6714.04888692079","6844.48741579077","6899.08919399702","7005.03466083514","7147.42123497851","7292.71094829996","7368.60169528608","7423.79955180281","",
"Guam","GUM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2875.30948142768","3045.47663806288","3264.8748796805","3506.70495839135","3781.5308878045","3956.41111193489","4267.96854357475","4539.80780043776","4478.64374758839","4627.54404290788","4576.41253882242","4687.19150092463","4742.66931492997","4712.85419091889","4787.83814020157","4698.84290516468","4948.738748258","5308.38777881389","5424.59491039768","5621.96308290335","5847.8570280053","6130.83737808548","6420.11451238975","6696.78345465337","6906.01204057977","7076.93474387748","7266.33500317251","7435.04680142356","",
"High income","HIC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28464.4234044271","28748.6328294728","29238.7960914005","29434.5285371971","30202.3100958592","30803.6667804296","31545.3384840003","32449.6861590787","33132.8302109104","33977.3971304314","35154.5456073281","35399.5665554343","35676.7512307534","36307.1547853473","37353.8076903576","38207.2666645142","39162.8721241019","39966.483239774","39874.9408019111","38279.5065649781","39244.4518282699","39922.9805285694","40223.75958873","40568.351797222","41165.285902274","41902.6366424749","42355.7043739428","43054.7743083886","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26974.164889762","28276.7709191424","29788.6360885607","31097.0888030878","32239.8574860278","32358.0454178397","32271.3836738399","33635.9385046474","31394.0689388549","31875.1173290714","34016.6422606851","33956.2623264748","34366.2671017515","35486.592725957","38274.2601662017","40922.8850829545","43520.4627218349","45937.3928313762","46635.0879851675","45390.4528608094","48107.7086333279","50085.9593288483","50378.3379199401","51732.4425263159","52789.4253638365","53591.835819824","54412.9249387607","56054.9198320303","",
"Honduras","HND","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3207.60415166336","3013.19278175961","3106.13505989776","3215.40065172095","3132.95173171067","3235.70486726187","3207.0336080236","3264.89622816854","3293.00359335885","3183.83802322957","3328.5105885392","3332.93206938922","3372.35724467309","3440.15435860558","3568.14841595992","3697.16985429204","3852.21373403826","4002.20516646456","4084.29869915323","3904.45951854827","3971.18299352727","4046.07625166556","4136.82205775887","4177.58027107278","4231.32506716223","4319.47011829831","4406.77353237576","4541.79525706075","",
